"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3586","should search for a package and verify its details","NPM Package Search and Verification","Tue Aug 20 12:31:46 BRT 2024","passed","Tue Aug 20 12:31:50 BRT 2024","","","",""
